378776.63758985,4940015.86567668,3
378775.87580495,4940016.51350672,3
378775.11402004,4940017.16133675,3
378774.35223513,4940017.80916679,3
378773.59045022,4940018.45699682,3
378772.82866532,4940019.10482686,3
378772.06688041,4940019.75265689,3
378771.3050955,4940020.40048693,3
378770.54331059,4940021.04831697,3
378769.78152569,4940021.696147,3
378769.01974078,4940022.34397704,3
378768.25795587,4940022.99180707,3
378767.49617096,4940023.63963711,3
378766.73438606,4940024.28746714,3
378765.97260115,4940024.93529718,3
378765.21081624,4940025.58312721,3
378764.44903133,4940026.23095725,3
378763.68724642,4940026.87878728,3
378762.92546152,4940027.52661732,3
378762.16367661,4940028.17444735,3
378761.4018917,4940028.82227739,3
378760.64010679,4940029.47010742,3
378759.87832189,4940030.11793746,3
378759.11653698,4940030.76576749,3
378758.35475207,4940031.41359753,3
378757.59296716,4940032.06142756,3
378756.83118226,4940032.7092576,3
378756.06939735,4940033.35708763,3
378755.30761244,4940034.00491767,3
378754.54582753,4940034.6527477,3
378753.78404262,4940035.30057774,3
378753.02225772,4940035.94840777,3
378752.26047281,4940036.59623781,3
378751.4986879,4940037.24406784,3
378750.73690299,4940037.89189788,3
378749.97511809,4940038.53972791,3
378749.21333318,4940039.18755795,3
378748.45154827,4940039.83538798,3
378747.68976336,4940040.48321802,3
378746.92797846,4940041.13104805,3
378746.16619355,4940041.77887809,3
378745.40440864,4940042.42670813,3
378744.64262373,4940043.07453816,3
378743.88083882,4940043.7223682,3
378743.11905392,4940044.37019823,3
378742.35726901,4940045.01802827,3
378741.5954841,4940045.6658583,3
378740.83369919,4940046.31368834,3
378740.07191429,4940046.96151837,3
378739.31012938,4940047.60934841,3
378738.54834447,4940048.25717844,3
378737.78655956,4940048.90500848,3
378737.02477466,4940049.55283851,3
378736.26298975,4940050.20066855,3
378735.50120484,4940050.84849858,3
378734.73941993,4940051.49632862,3
378733.97763502,4940052.14415865,3
378733.21585012,4940052.79198869,3
378732.45406521,4940053.43981872,3
378731.6922803,4940054.08764876,3
378730.93049539,4940054.73547879,3
378730.16871049,4940055.38330883,3
378729.40692558,4940056.03113886,3
378728.64514067,4940056.6789689,3
378727.88335576,4940057.32679893,3
378727.12157086,4940057.97462897,3
378726.35978595,4940058.622459,3
378725.59800104,4940059.27028904,3
378724.83621613,4940059.91811907,3
378724.07443123,4940060.56594911,3
378723.31264632,4940061.21377914,3
378722.55086141,4940061.86160918,3
378721.7890765,4940062.50943921,3
378721.02729159,4940063.15726925,3
378720.26550669,4940063.80509929,3
378719.50372178,4940064.45292932,3
378718.74193687,4940065.10075936,3
378717.98015196,4940065.74858939,3
378717.21836706,4940066.39641943,3
378716.45658215,4940067.04424946,3
378715.69479724,4940067.6920795,3
378714.93301233,4940068.33990953,3
378714.17122743,4940068.98773957,3
378713.40944252,4940069.6355696,3
378712.64765761,4940070.28339964,3
378711.8858727,4940070.93122967,3
378711.12408779,4940071.57905971,3
378710.36230289,4940072.22688974,3
378709.60051798,4940072.87471978,3
378708.83873307,4940073.52254981,3
378708.07694816,4940074.17037985,3
378707.31516326,4940074.81820988,3
378706.55337835,4940075.46603992,3
378705.79159344,4940076.11386995,3
378705.02980853,4940076.76169999,3
378704.26802363,4940077.40953002,3
378703.50623872,4940078.05736006,3
378702.74445381,4940078.70519009,3
378701.9826689,4940079.35302013,3
378701.22088399,4940080.00085016,3
378700.45909909,4940080.6486802,3
378699.69731418,4940081.29651023,3
378698.93552927,4940081.94434027,3
378698.17374436,4940082.5921703,3
378697.41195946,4940083.24000034,3
378696.65017455,4940083.88783037,3
378695.88838964,4940084.53566041,3
378695.12660473,4940085.18349044,3
378694.36481983,4940085.83132048,3
378693.60303492,4940086.47915052,3
378692.84125001,4940087.12698055,3
378692.0794651,4940087.77481059,3
378691.31768019,4940088.42264062,3
378690.55589529,4940089.07047066,3
378689.79411038,4940089.71830069,3
378689.03232547,4940090.36613073,3
378688.27054056,4940091.01396076,3
378687.50875566,4940091.6617908,3
378686.74697075,4940092.30962083,3
378685.98518584,4940092.95745087,3
378685.22340093,4940093.6052809,3
378684.46161603,4940094.25311094,3
378683.69983112,4940094.90094097,3
378682.93804621,4940095.54877101,3
378682.1762613,4940096.19660104,3
378681.4144764,4940096.84443108,3
378680.65269149,4940097.49226111,3
378679.89090658,4940098.14009115,3
378679.12912167,4940098.78792118,3
378678.36733676,4940099.43575122,3
378677.60555186,4940100.08358125,3
378676.84376695,4940100.73141129,3
378676.08198204,4940101.37924132,3
378675.32019713,4940102.02707136,3
378674.55841223,4940102.67490139,3
378673.79662732,4940103.32273143,3
378673.03484241,4940103.97056146,3
378672.2730575,4940104.6183915,3
378671.5112726,4940105.26622153,3
378670.74948769,4940105.91405157,3
378669.98770278,4940106.5618816,3
378669.22591787,4940107.20971164,3
378668.46413296,4940107.85754167,3
378667.70234806,4940108.50537171,3
378666.94056315,4940109.15320174,3
378666.17877824,4940109.80103178,3
378665.41699333,4940110.44886182,3
378664.65520843,4940111.09669185,3
378663.89342352,4940111.74452189,3
378663.13163861,4940112.39235192,3
378662.3698537,4940113.04018196,3
378661.6080688,4940113.68801199,3
378660.84628389,4940114.33584203,3
378660.08449898,4940114.98367206,3
378659.32271407,4940115.6315021,3
378658.56092916,4940116.27933213,3
378657.79914426,4940116.92716217,3
378657.03735935,4940117.5749922,3
378656.27557444,4940118.22282224,3
378655.51378953,4940118.87065227,3
378654.75200463,4940119.51848231,3
378653.99021972,4940120.16631234,3
378653.22843481,4940120.81414238,3
378652.4666499,4940121.46197241,3
378651.704865,4940122.10980245,3
378650.94308009,4940122.75763248,3
378650.18129518,4940123.40546252,3
378649.41951027,4940124.05329255,3
378648.65772536,4940124.70112259,3
378647.89594046,4940125.34895262,3
378647.13415555,4940125.99678266,3
378646.37237064,4940126.64461269,3
378645.61058573,4940127.29244273,3
378644.84880083,4940127.94027276,3
378644.08701592,4940128.5881028,3
378643.32523101,4940129.23593283,3
378642.5634461,4940129.88376287,3
378641.8016612,4940130.5315929,3
378641.03987629,4940131.17942294,3
378640.27809138,4940131.82725297,3
378639.51630647,4940132.47508301,3
378638.75452157,4940133.12291304,3
378637.99273666,4940133.77074308,3
378637.23095175,4940134.41857312,3
378636.46916684,4940135.06640315,3
378635.70738193,4940135.71423319,3
378634.94559703,4940136.36206322,3
378634.18381212,4940137.00989326,3
378633.42202721,4940137.65772329,3
378632.6602423,4940138.30555333,3
378631.8984574,4940138.95338336,3
378631.13667249,4940139.6012134,3
378630.37488758,4940140.24904343,3
378629.61310267,4940140.89687347,3
378628.85131777,4940141.5447035,3
378628.08953286,4940142.19253354,3
378627.32774795,4940142.84036357,3
378626.56596304,4940143.48819361,3
378625.80417813,4940144.13602364,3
378625.04239323,4940144.78385368,3
378624.28060832,4940145.43168371,3
378623.51882341,4940146.07951375,3
378622.7570385,4940146.72734378,3
378621.9952536,4940147.37517382,3
378621.23346869,4940148.02300385,3
378620.47168378,4940148.67083389,3
378619.70989887,4940149.31866392,3
378618.94811397,4940149.96649396,3
378618.18632906,4940150.61432399,3
378617.42454415,4940151.26215403,3
378616.66275924,4940151.90998406,3
378615.90097433,4940152.5578141,3
378615.13918943,4940153.20564413,3
378614.37740452,4940153.85347417,3
378613.61561961,4940154.5013042,3
378612.8538347,4940155.14913424,3
378612.0920498,4940155.79696427,3
378611.33026489,4940156.44479431,3
378610.56847998,4940157.09262435,3
378609.80669507,4940157.74045438,3
378609.04491017,4940158.38828442,3
378608.28312526,4940159.03611445,3
378607.52134035,4940159.68394449,3
378606.75955544,4940160.33177452,3
378605.99777053,4940160.97960456,3
378605.23598563,4940161.62743459,3
378604.47420072,4940162.27526463,3
378603.71241581,4940162.92309466,3
378602.9506309,4940163.5709247,3
378602.188846,4940164.21875473,3
378601.42706109,4940164.86658477,3
378600.66527618,4940165.5144148,3
378599.90349127,4940166.16224484,3
378599.14170637,4940166.81007487,3
378598.37992146,4940167.45790491,3
378597.61813655,4940168.10573494,3
378596.85635164,4940168.75356498,3
378596.09456674,4940169.40139501,3
378595.33278183,4940170.04922505,3
378594.57099692,4940170.69705508,3
378593.80921201,4940171.34488512,3
378593.0474271,4940171.99271515,3
378592.2856422,4940172.64054519,3
378591.52385729,4940173.28837522,3
378590.76207238,4940173.93620526,3
378590.00028747,4940174.58403529,3
378589.23850257,4940175.23186533,3
378588.47671766,4940175.87969536,3
378587.71493275,4940176.5275254,3
378586.95314784,4940177.17535543,3
378586.19136294,4940177.82318547,3
378585.42957803,4940178.47101551,3
378584.66779312,4940179.11884554,3
378583.90600821,4940179.76667558,3
378583.1442233,4940180.41450561,3
378582.3824384,4940181.06233565,3
378581.62065349,4940181.71016568,3
378580.85886858,4940182.35799572,3
378580.09708367,4940183.00582575,3
378579.33529877,4940183.65365579,3
378578.57351386,4940184.30148582,3
378577.81172895,4940184.94931586,3
378577.04994404,4940185.59714589,3
378576.28815914,4940186.24497593,3
378575.52637423,4940186.89280596,3
378574.76458932,4940187.540636,3
378574.00280441,4940188.18846603,3
378573.2410195,4940188.83629607,3
378572.4792346,4940189.4841261,3
378571.71744969,4940190.13195614,3
378570.95566478,4940190.77978617,3
378570.19387987,4940191.42761621,3
378569.43209497,4940192.07544624,3
378568.67031006,4940192.72327628,3
378567.90852515,4940193.37110631,3
378567.14674024,4940194.01893635,3
378566.38495534,4940194.66676638,3
378565.62317043,4940195.31459642,3
378564.86138552,4940195.96242645,3
378564.09960061,4940196.61025649,3
378563.3378157,4940197.25808652,3
378562.5760308,4940197.90591656,3
378561.81424589,4940198.55374659,3
378561.05246098,4940199.20157663,3
378560.29067607,4940199.84940667,3
378559.52889117,4940200.4972367,3
378558.76710626,4940201.14506674,3
378558.00532135,4940201.79289677,3
378557.24353644,4940202.44072681,3
378556.48175154,4940203.08855684,3
378555.71996663,4940203.73638688,3
378554.95818172,4940204.38421691,3
378554.19639681,4940205.03204695,3
378553.43461191,4940205.67987698,3
378552.672827,4940206.32770702,3
378551.91104209,4940206.97553705,3
378551.14925718,4940207.62336709,3
378550.38747227,4940208.27119712,3
378549.62568737,4940208.91902716,3
378548.86390246,4940209.56685719,3
378548.10211755,4940210.21468723,3
378547.34033264,4940210.86251726,3
378546.57854774,4940211.5103473,3
378545.81676283,4940212.15817733,3
378545.05497792,4940212.80600737,3
378544.29319301,4940213.4538374,3
378543.53140811,4940214.10166744,3
378542.7696232,4940214.74949747,3
378542.00783829,4940215.39732751,3
378541.24605338,4940216.04515754,3
378540.48426847,4940216.69298758,3
378539.72248357,4940217.34081761,3
378538.96069866,4940217.98864765,3
378538.19891375,4940218.63647768,3
378537.43712884,4940219.28430772,3
378536.67534394,4940219.93213775,3
378535.91355903,4940220.57996779,3
378535.15177412,4940221.22779782,3
378534.38998921,4940221.87562786,3
378533.62820431,4940222.5234579,3
378532.8664194,4940223.17128793,3
378532.10463449,4940223.81911797,3
378531.34284958,4940224.466948,3
378530.58106467,4940225.11477804,3
378529.81927977,4940225.76260807,3
378529.05749486,4940226.41043811,3
378528.29570995,4940227.05826814,3
378527.53392504,4940227.70609818,3
378526.77214014,4940228.35392821,3
378526.01035523,4940229.00175825,3
378525.24857032,4940229.64958828,3
378524.48678541,4940230.29741832,3
378523.72500051,4940230.94524835,3
378522.9632156,4940231.59307839,3
378522.20143069,4940232.24090842,3
378521.43964578,4940232.88873846,3
378520.67786087,4940233.53656849,3
378519.91607597,4940234.18439853,3
378519.15429106,4940234.83222856,3
378518.39250615,4940235.4800586,3
378517.63072124,4940236.12788863,3
378516.86893634,4940236.77571867,3
378516.10715143,4940237.4235487,3
378515.34536652,4940238.07137874,3
378514.58358161,4940238.71920877,3
378513.82179671,4940239.36703881,3
378513.0600118,4940240.01486884,3
378512.29822689,4940240.66269888,3
378511.53644198,4940241.31052891,3
378510.77465708,4940241.95835895,3
378510.01287217,4940242.60618898,3
378509.25108726,4940243.25401902,3
378508.48930235,4940243.90184905,3
378507.72751744,4940244.54967909,3
378506.96573254,4940245.19750912,3
378506.20394763,4940245.84533916,3
378505.44216272,4940246.4931692,3
378504.68037781,4940247.14099923,3
378503.91859291,4940247.78882927,3
